InicioPeriodo,FimPeriodo,Segmento,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO DO BRASIL S.A.,10.03,214.98
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,PORTOSEG S.A. CFI,10.03,214.94
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,36,ITAÚ UNIBANCO HOLDING S.A.,10.04,215.12
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,36,BCO RENDIMENTO S.A.,10.04,215.14
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,FIN. ITAU CBD CFI,10.05,215.71
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,BCO CSF S.A.,10.05,215.63
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,BCO DIGIMAIS S.A.,10.06,216.05
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,OMNI SA CFI,10.06,215.89
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,36,BCO RENDIMENTO S.A.,10.06,215.83
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,ITAÚ UNIBANCO HOLDING S.A.,10.06,215.83
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO PAN,10.07,216.08
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,HIPERCARD BM S.A.,10.07,216.22
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,BANCO INVESTCRED UNIBANCO S.A.,10.07,216.33
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,ITAÚ UNIBANCO HOLDING S.A.,10.08,216.59
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,BANCO PAN,10.08,216.5
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,BCO DO BRASIL S.A.,10.08,216.75
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,HIPERCARD BM S.A.,10.08,216.62
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BCO CSF S.A.,10.08,216.66
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,PORTOSEG S.A. CFI,10.09,216.84
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,PORTOSEG S.A. CFI,10.09,216.83
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BCO DO BRASIL S.A.,10.09,216.87
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,36,BCO RENDIMENTO S.A.,10.09,217.1
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INTER,10.1,217.44
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INVESTCRED UNIBANCO S.A.,10.11,217.58
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,HIPERCARD BM S.A.,10.11,217.55
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,BANCO INTER,10.11,217.75
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,BCO CSF S.A.,10.11,217.53
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INTER,10.11,217.8
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INTER,10.11,217.71
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,HS FINANCEIRA,10.12,218.09
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO INTER,10.12,217.88
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO INTER,10.12,217.96
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INTER,10.12,217.83
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INTER,10.12,217.98
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,BANCO INTER,10.12,217.99
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,OMNI SA CFI,10.12,218.02
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INTER,10.12,218.09
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INTER,10.13,218.18
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,BANCO INTER,10.13,218.17
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INTER,10.13,218.2
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,FIN. ITAU CBD CFI,10.13,218.2
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,BANCO INTER,10.13,218.18
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,BANCO PAN,10.13,218.29
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INTER,10.13,218.16
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,37,BCO RENDIMENTO S.A.,10.13,218.15
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INTER,10.13,218.24
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,BANCO INTER,10.13,218.2
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,ITAÚ UNIBANCO HOLDING S.A.,10.13,218.36
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INTER,10.13,218.16
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO CSF S.A.,10.14,218.61
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,ITAÚ UNIBANCO HOLDING S.A.,10.15,218.97
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO PAN,10.15,218.85
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,ITAÚ UNIBANCO HOLDING S.A.,10.15,219.18
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,PORTOSEG S.A. CFI,10.16,219.44
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,HIPERCARD BM S.A.,10.16,219.49
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.16,219.27
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.16,219.43
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,ITAÚ UNIBANCO HOLDING S.A.,10.16,219.51
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,PORTOSEG S.A. CFI,10.17,219.71
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,HS FINANCEIRA,10.17,219.81
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.17,219.58
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BCO RENDIMENTO S.A.,10.17,219.58
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BCO CSF S.A.,10.19,220.54
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO INVESTCRED UNIBANCO S.A.,10.19,220.31
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO DO BRASIL S.A.,10.19,220.27
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO PAN,10.2,220.71
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,HS FINANCEIRA,10.21,221.25
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,10.21,220.97
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,HS FINANCEIRA,10.22,221.54
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.22,221.59
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,HIPERCARD BM S.A.,10.22,221.4
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,HS FINANCEIRA,10.22,221.46
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.22,221.59
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,BCO RENDIMENTO S.A.,10.22,221.45
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,HS FINANCEIRA,10.23,221.9
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,HS FINANCEIRA,10.23,221.69
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BCO CSF S.A.,10.23,221.97
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,38,PORTOSEG S.A. CFI,10.24,221.98
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,HS FINANCEIRA,10.24,222.05
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,9,HS FINANCEIRA,10.24,222.05
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INVESTCRED UNIBANCO S.A.,10.24,222.05
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,HS FINANCEIRA,10.25,222.68
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,HS FINANCEIRA,10.26,222.92
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,FIN. ITAU CBD CFI,10.26,222.98
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,HS FINANCEIRA,10.26,222.93
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO DIGIMAIS S.A.,10.27,223.13
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,HS FINANCEIRA,10.27,223.3
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO DO BRASIL S.A.,10.31,224.46
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO DIGIO,10.31,224.67
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,HIPERCARD BM S.A.,10.33,225.36
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,FIN. ITAU CBD CFI,10.34,225.54
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,FIN. ITAU CBD CFI,10.34,225.6
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,PORTOSEG S.A. CFI,10.34,225.78
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,39,FIN. ITAU CBD CFI,10.35,226.17
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,LECCA CFI S.A.,10.36,226.37
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,HIPERCARD BM S.A.,10.36,226.28
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BCO DO BRASIL S.A.,10.37,226.71
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BCO DIGIMAIS S.A.,10.38,227.05
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO DO BRASIL S.A.,10.38,227.13
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,PORTOSEG S.A. CFI,10.38,226.98
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,FIN. ITAU CBD CFI,10.38,227.18
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,PORTOSEG S.A. CFI,10.41,227.99
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,SCFI EFÍ S.A.,10.44,229.22
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,SCFI EFÍ S.A.,10.44,229.22
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,SCFI EFÍ S.A.,10.44,229.22
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,10.47,230.25
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO PAN,10.48,230.52
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,10.48,230.59
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BANCO INVESTCRED UNIBANCO S.A.,10.48,230.57
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO INVESTCRED UNIBANCO S.A.,10.49,230.87
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.49,231.18
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,BCO CSF S.A.,10.49,231.05
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,41,HIPERCARD BM S.A.,10.5,231.37
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO CSF S.A.,10.5,231.44
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO CSF S.A.,10.5,231.41
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.53,232.34
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.54,232.95
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,HIPERCARD BM S.A.,10.55,233.29
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,BCO CSF S.A.,10.55,233.08
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.57,233.78
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BANCO PAN,10.57,233.75
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,42,HIPERCARD BM S.A.,10.59,234.5
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,NOVO BCO CONTINENTAL S.A. - BM,10.59,234.75
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,NOVO BCO CONTINENTAL S.A. - BM,10.59,234.75
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO DO BRASIL S.A.,10.59,234.74
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,NOVO BCO CONTINENTAL S.A. - BM,10.59,234.75
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,NOVO BCO CONTINENTAL S.A. - BM,10.59,234.75
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BCO DO BRASIL S.A.,10.61,235.31
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.63,236.03
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,LECCA CFI S.A.,10.64,236.29
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BCO BANESTES S.A.,10.65,236.98
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BCO BANESTES S.A.,10.68,237.92
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BCO BANESTES S.A.,10.68,237.8
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO DO BRASIL S.A.,10.69,238.14
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,BCO BANESTES S.A.,10.72,239.52
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BANCO DIGIO,10.72,239.48
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.73,239.66
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,LECCA CFI S.A.,10.73,239.66
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,43,BCO DO BRASIL S.A.,10.74,240.22
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO BANESTES S.A.,10.78,241.53
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,15,BCO BANESTES S.A.,10.79,241.86
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,44,BANCO PAN,10.81,242.62
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO BANESTES S.A.,10.84,243.66
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO BANESTES S.A.,10.84,243.74
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,13,BCO BANESTES S.A.,10.84,243.71
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.85,244.28
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,14,BCO BANESTES S.A.,10.85,244.11
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.85,244.37
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,10,BCO BANESTES S.A.,10.85,244.24
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,REALIZE CFI S.A.,10.88,245.43
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,11,BCO BANESTES S.A.,10.89,245.52
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO MODAL S.A.,10.9,245.91
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.9,245.89
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.91,246.62
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,12,BCO BANESTES S.A.,10.93,247.12
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,CALCRED S.A.,10.97,248.76
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO MODAL S.A.,10.97,248.59
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO SAFRA S.A.,10.99,249.59
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO MODAL S.A.,11.0,249.68
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO SAFRA S.A.,11.02,250.61
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,CALCRED S.A.,11.03,250.85
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO MODAL S.A.,11.03,250.81
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO SAFRA S.A.,11.04,251.29
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO MODAL S.A.,11.05,251.67
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO SAFRA S.A.,11.07,252.35
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO SAFRA S.A.,11.08,252.95
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO MODAL S.A.,11.08,252.99
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,LECCA CFI S.A.,11.08,252.96
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO SAFRA S.A.,11.08,252.74
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO SAFRA S.A.,11.09,253.43
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO SAFRA S.A.,11.09,253.19
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,LECCA CFI S.A.,11.1,253.68
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BANCO DIGIO,11.1,253.78
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BANCO DIGIO,11.1,253.63
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,SCFI EFÍ S.A.,11.11,254.1
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BANCO DIGIO,11.11,254.07
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,BCO SAFRA S.A.,11.11,254.09
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO SAFRA S.A.,11.13,254.77
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BANCO DIGIO,11.13,254.69
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BCO SAFRA S.A.,11.14,255.26
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO SAFRA S.A.,11.14,255.03
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BANCO DIGIO,11.14,255.26
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO SAFRA S.A.,11.14,255.3
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,45,BCO SAFRA S.A.,11.14,255.3
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,49,BANCO DIGIO,11.16,256.05
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO SAFRA S.A.,11.18,256.52
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,47,BCO MODAL S.A.,11.19,257.01
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,LECCA CFI S.A.,11.19,257.06
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,LECCA CFI S.A.,11.21,257.89
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,LECCA CFI S.A.,11.24,258.86
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO SAFRA S.A.,11.25,259.31
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,50,BCO SAFRA S.A.,11.26,259.95
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,46,BCO SAFRA S.A.,11.27,260.12
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,48,BANCO DIGIO,11.27,260.0
